Generation Best Mean Std
0 37.19501723460112 18.275751560277893 12.541413710077421
1 37.19501723460112 16.609815799135603 12.899827852148958
2 37.19501723460112 16.49870191608108 13.779056056396275
3 37.19501723460112 15.088098745657144 14.804175933270878
4 37.19501723460112 16.409077605998853 14.189443603406072
5 37.19501723460112 16.52211942995177 14.034693866133098
6 37.19501723460112 15.711100820980622 14.8075944625746
7 37.19501723460112 17.248094656348947 14.314194642354131
8 37.19501723460112 16.727105505099896 14.578930819021126
9 37.19501723460112 17.326325897018986 14.959958940814722
10 37.19501723460112 18.81861519623845 14.411640078843153
11 37.19501723460112 19.941855158707796 13.900479011126402
12 37.19501723460112 19.268260002079984 13.979025708349681
13 37.19501723460112 19.174116983285785 13.977676506368043
14 37.25151560829793 19.337319229481235 14.248538677533205
15 37.25151560829793 18.44770060019103 14.829437581045623
16 37.25151560829793 18.057364081759403 14.530790623317174
17 37.25151560829793 18.22310416217813 15.3115416462141
18 37.25151560829793 18.969782807667805 14.91110487921977
19 37.25151560829793 18.971599216026604 14.052492407951357
20 37.25151560829793 20.114278099492527 13.438499576688937
21 37.25151560829793 21.837968868189378 14.037816390348224
22 37.25151560829793 22.214109094689757 14.221972230007529
23 37.25151560829793 22.706224310580907 14.028712898307317
24 37.25151560829793 22.9186380742887 13.198236009082153
25 37.25151560829793 22.572039999417576 12.987884292350353
26 37.25151560829793 21.851784107938315 13.727148125522758
27 37.25151560829793 22.78508034750004 13.898830289869892
28 37.25151560829793 23.488181441008 13.971723310839375
29 37.25151560829793 23.12057687307619 13.926094766816991
30 37.25151560829793 22.706129647990146 14.085257755078574
31 37.25151560829793 23.505706112402475 14.997960632725642
32 37.25151560829793 22.504145096369705 15.296954908603658
33 37.25151560829793 24.065392243026196 14.227393257883802
34 37.25151560829793 23.953773707665956 13.828807698154897
35 37.25151560829793 24.02309861858272 14.292263291370258
36 37.25151560829793 22.507323010884566 14.372978311423603
37 37.25151560829793 22.030643840791097 14.954960772459382
38 37.25151560829793 24.252398338473093 13.906150081555717
39 37.25151560829793 23.633831702074637 13.616044201258608
40 37.25151560829793 23.36262965722512 13.073420542187414
41 37.25151560829793 22.916324228108984 12.699420164820063
42 37.25151560829793 22.05777829204308 13.881912548693414
43 37.25151560829793 22.256685158049056 13.186295576283369
44 37.25151560829793 21.137726652981346 13.869317179269732
45 37.25151560829793 21.56186411575679 13.533906935308451
46 37.25151560829793 23.650589776619817 11.802948290256108
47 37.25151560829793 23.729095885785632 10.790238501431348
48 37.25151560829793 23.71848946569998 10.84673585274843
49 37.25151560829793 23.390284954202077 11.205349871730125
50 37.25151560829793 23.37095203577226 12.115443709081543
51 38.60604173168174 25.08129720592714 11.304930781318365
52 38.60604173168174 23.966391328635073 12.222815601126072
53 38.60604173168174 25.47153823096984 11.737793957051641
54 38.60604173168174 23.257530982670588 13.797420903021647
55 38.60604173168174 23.434308375474828 13.305567174633143
56 38.60604173168174 23.666219740422505 13.14218375705217
57 38.60604173168174 24.716841999338264 12.277385758792404
58 38.60604173168174 25.909402153955153 11.482275414409287
59 38.60604173168174 25.29264390280224 11.723812997553948
60 38.60604173168174 26.40954986026691 10.84148593477322
61 38.60604173168174 25.91771334810927 11.65655894629723
62 38.60604173168174 25.262101385829656 11.727767124308413
63 38.60604173168174 25.951317964840328 11.666907448859043
64 38.60604173168174 26.279686697756357 11.363594394442428
65 38.60604173168174 26.742700250256764 11.230782348397856
66 38.60604173168174 28.058278690447906 10.649433894611686
67 42.61976616085211 28.123450028375295 11.239817065758722
68 42.61976616085211 28.083217570340974 11.99499402986733
69 42.61976616085211 29.594717206226896 11.576603505697976
70 42.61976616085211 29.98723073255907 11.317015449779813
71 42.61976616085211 29.6929743558746 11.583199744525297
72 42.61976616085211 29.235690300211477 12.347012751990745
73 42.61976616085211 29.325309846442842 12.9517905893823
74 42.61976616085211 28.602589144587828 13.702252191463701
75 42.61976616085211 28.4492392143376 13.218477695384221
76 42.61976616085211 28.70494175475748 12.799446749652605
77 42.61976616085211 29.216084580758277 12.56989788873336
78 42.61976616085211 27.70837144854375 12.885704519334762
79 42.61976616085211 28.598345125255484 11.851055852943711
80 42.61976616085211 26.45542299056156 13.09295255545845
81 42.61976616085211 25.243896737602384 13.348356265788267
