Sol Run Kill Gain Pe Ee Fit Gainl Pl El Fl

0-1= 3, -10.57946492771967, -8.720351336153932, 1.8591135915657375, 16.46554365850629, [-10.0, 4, -70.0, -70.0, 44.200000000000294, -70.0, -90.0, 56.800000000000324], [0, 4, 0, 0, 44.200000000000294, 0, 0, 56.800000000000324], [10.0, 0, 70.0, 70.0, 0, 70.0, 90.0, 0], [75.17695410451698, 84.76878821817864, 21.168117522716482, 20.79544223743131, 88.70626719449066, 21.458736454841574, 4.872865614954908, 89.81921377653417]
0-2= 3, -10.611789965985384, -8.752676374419647, 1.8591135915657375, 16.468504438109797, [-10.0, 4, -70.0, -70.0, 44.800000000000296, -70.0, -90.0, 56.800000000000324], [0, 4, 0, 0, 44.800000000000296, 0, 0, 56.800000000000324], [10.0, 0, 70.0, 70.0, 0, 70.0, 90.0, 0], [75.17695410451698, 84.76878821817864, 21.168117522716482, 20.79544223743131, 88.46628484395723, 21.458736454841574, 4.872865614954908, 89.81921377653417]
0-3= 3, -11.188712824801291, -9.329599233235554, 1.8591135915657375, 16.455273015053677, [-10.0, 4, -70.0, -70.0, 53.200000000000315, -70.0, -90.0, 56.800000000000324], [0, 4, 0, 0, 53.200000000000315, 0, 0, 56.800000000000324], [10.0, 0, 70.0, 70.0, 0, 70.0, 90.0, 0], [75.17695410451698, 84.76878821817864, 21.168117522716482, 20.79544223743131, 89.45921377653417, 21.458736454841574, 4.872865614954908, 89.81921377653417]
0-4= 3, -10.645377721257002, -8.786264129691265, 1.8591135915657375, 16.46514231450957, [-10.0, 4, -70.0, -70.0, 45.4000000000003, -70.0, -90.0, 56.800000000000324], [0, 4, 0, 0, 45.4000000000003, 0, 0, 56.800000000000324], [10.0, 0, 70.0, 70.0, 0, 70.0, 90.0, 0], [75.17695410451698, 84.76878821817864, 21.168117522716482, 20.79544223743131, 88.73788162462297, 21.458736454841574, 4.872865614954908, 89.81921377653417]
0-5= 3, -10.548421308234238, -8.6893077166685, 1.8591135915657375, 16.46810716018674, [-10.0, 4, -70.0, -70.0, 43.60000000000029, -70.0, -90.0, 56.800000000000324], [0, 4, 0, 0, 43.60000000000029, 0, 0, 56.800000000000324], [10.0, 0, 70.0, 70.0, 0, 70.0, 90.0, 0], [75.17695410451698, 84.76878821817864, 21.168117522716482, 20.79544223743131, 88.49921377653416, 21.458736454841574, 4.872865614954908, 89.81921377653417]
1-1= 3, -6.0983889571757, -6.453728016503078, -0.3553390593273775, 21.177595550866293, [-40.0, 66, -80.0, -60.0, 49.000000000000306, -90.0, -10.0, 52.00000000000031], [0, 66, 0, 0, 49.000000000000306, 0, 0, 52.00000000000031], [40.0, 0, 80.0, 60.0, 0, 90.0, 10.0, 0], [48.31982739098293, 91.30168263345196, 12.937404966973034, 30.136368824401902, 88.98110614572688, 3.4987417894552726, 75.64341372532799, 89.33070308686625]
1-2= 3, -9.111799404566977, -9.467138463894354, -0.3553390593273775, 21.153543458345133, [-40.0, 66, -80.0, -60.0, 8.800000000000232, -90.0, -10.0, 52.00000000000031], [0, 66, 0, 0, 8.800000000000232, 0, 0, 52.00000000000031], [40.0, 0, 80.0, 60.0, 0, 90.0, 10.0, 0], [48.31982739098293, 91.30168263345196, 12.937404966973034, 30.136368824401902, 84.68152128350772, 3.4987417894552726, 75.64341372532799, 89.33070308686625]
1-3= 3, -6.793949448892036, -7.1492885082194135, -0.3553390593273775, 21.17145245042964, [-40.0, 66, -80.0, -60.0, 28.600000000000257, -90.0, -10.0, 52.00000000000031], [0, 66, 0, 0, 28.600000000000257, 0, 0, 52.00000000000031], [40.0, 0, 80.0, 60.0, 0, 90.0, 10.0, 0], [48.31982739098293, 91.30168263345196, 12.937404966973034, 30.136368824401902, 86.71581436587438, 3.4987417894552726, 75.64341372532799, 89.33070308686625]
1-4= 3, -6.209639328102639, -6.564978387430017, -0.3553390593273775, 21.176517512087337, [-40.0, 66, -80.0, -60.0, 56.20000000000032, -90.0, -10.0, 52.00000000000031], [0, 66, 0, 0, 56.20000000000032, 0, 0, 52.00000000000031], [40.0, 0, 80.0, 60.0, 0, 90.0, 10.0, 0], [48.31982739098293, 91.30168263345196, 12.937404966973034, 30.136368824401902, 89.71736666659866, 3.4987417894552726, 75.64341372532799, 89.33070308686625]
1-5= 3, -6.626971908441178, -6.982310967768555, -0.3553390593273775, 21.17276401975961, [-40.0, 66, -80.0, -60.0, 31.000000000000263, -90.0, -10.0, 52.00000000000031], [0, 66, 0, 0, 31.000000000000263, 0, 0, 52.00000000000031], [40.0, 0, 80.0, 60.0, 0, 90.0, 10.0, 0], [48.31982739098293, 91.30168263345196, 12.937404966973034, 30.136368824401902, 86.95153170408237, 3.4987417894552726, 75.64341372532799, 89.33070308686625]
