Generation Best Mean Std
0 45.31046551489072 14.550474839549842 19.0476340172887
1 45.31046551489072 15.66254407104308 18.348870224482642
2 45.31046551489072 15.172036361468152 18.793108692903832
3 45.31046551489072 15.51079223198415 18.055520045945283
4 45.31046551489072 15.62170234824509 16.723299615410095
5 45.31046551489072 16.366535962931827 16.029980815520208
6 45.31046551489072 16.055341755489085 14.999874863381184
7 45.31046551489072 16.180190379054597 15.038442864912394
8 45.31046551489072 17.418552062041456 14.270066083100136
9 45.31046551489072 16.86328440101501 14.352076782178187
10 45.31046551489072 17.695048796774472 15.137579724027267
11 45.31046551489072 17.864556995690943 15.191487513205042
12 45.31046551489072 18.053742844250873 15.165917383998847
13 45.31046551489072 18.33153425700739 14.650301855549495
14 45.31046551489072 18.541557926705853 14.108971714738159
15 45.31046551489072 17.336246499486556 15.141750840613051
16 45.31046551489072 18.387576710808155 14.578370486211602
17 45.31046551489072 18.23583376700393 14.886792184783527
18 45.31046551489072 17.35037928264703 14.853532396136458
19 45.31046551489072 18.27562879820582 14.948388770485899
20 45.31046551489072 19.15389812975151 15.133399209620949
21 45.31046551489072 18.35701157158467 16.020698264160202
22 45.31046551489072 16.779364198796138 16.64254853518454
23 45.31046551489072 17.857349036675956 15.729445910520466
24 45.31046551489072 18.79356659897877 16.218198332995758
25 45.31046551489072 19.93467504091649 15.410367734500229
26 45.31046551489072 19.968045355961717 15.097551431106302
27 45.31046551489072 19.80898504912779 15.440309584580342
28 45.31046551489072 21.403691890113667 14.148885066485688
29 45.31046551489072 22.455621908628522 13.077773020876604
30 45.31046551489072 23.041494909585147 12.86822035856923
31 45.31046551489072 22.17318516875078 13.515703215374833
32 49.68468494743496 22.162647956456127 14.91067806650082
33 49.68468494743496 22.763469539058242 14.92250764398462
34 49.68468494743496 21.37199134098489 14.466625482586329
35 49.68468494743496 22.2341138393227 13.7446064651664
36 49.68468494743496 21.43651129430281 14.379348909224191
37 49.68468494743496 22.16137006545234 15.03377922688504
38 49.68468494743496 21.800605701951042 15.024221279544157
39 49.68468494743496 20.408970828236438 16.04941254605787
40 49.68468494743496 19.991928114130896 15.933337255611978
41 49.68468494743496 19.840933158610497 16.302116308018483
42 49.68468494743496 19.456405162904566 16.091076155393363
43 49.68468494743496 19.252800725669935 15.34416960524932
44 49.68468494743496 19.525338539725908 15.475610718899308
45 49.68468494743496 19.02787089880416 15.850002668761405
46 49.68468494743496 19.643012925709634 15.372626610063035
47 49.68468494743496 19.406220484312925 15.83757298787751
48 49.68468494743496 19.85317536135391 15.568151306249277
49 49.68468494743496 19.42298183761005 15.687929092316027
50 49.68468494743496 19.806341291939603 16.002673471600072
51 49.68468494743496 20.62507237376763 16.465642345016185
52 49.68468494743496 21.097728404751308 15.856328179529525
53 49.68468494743496 21.530838894156886 14.692570704539294
54 49.68468494743496 20.480593579881784 15.652139994479306
55 49.68468494743496 21.976506378636657 15.160128469868182
56 49.68468494743496 22.191537399653896 14.760624566430483
57 49.68468494743496 21.02411155136294 15.390585449598165
58 49.68468494743496 21.083336879245465 15.188051114813984
59 49.68468494743496 20.61319015803702 14.920932311925844
60 49.68468494743496 19.97293717966953 15.10132157594824
61 49.68468494743496 19.278570177809392 15.216458986062058
62 49.68468494743496 19.38444185904985 15.180804496081683
63 49.68468494743496 19.411703678315465 15.09943163649375
64 49.68468494743496 19.831534272058292 14.72595723121133
65 49.68468494743496 20.094287060976768 14.860402380710187
66 49.68468494743496 20.199520741409202 14.77251309711283
67 49.68468494743496 20.838320326256465 14.593263912543714
68 49.68468494743496 21.124662488147997 14.771656531248453
69 49.68468494743496 22.37366893133839 13.975206857057293
70 49.68468494743496 23.392550271093725 15.186619799580635
71 49.68468494743496 19.9196049563054 16.041803578772274
72 49.68468494743496 21.87980613804989 15.338648122542734
73 49.68468494743496 21.378976733392008 15.623727616619183
74 49.68468494743496 22.849513607581493 15.59749557674371
75 49.68468494743496 21.10613975231023 16.6307970901185
76 49.68468494743496 22.24402267587552 15.554914354716528
77 49.68468494743496 22.368950989761853 15.036748098345992
78 49.68468494743496 23.15441909316057 14.294101766761527
79 49.68468494743496 22.37701040729938 15.045509939125768
80 49.68468494743496 22.481585534678217 15.381224744082788
81 49.68468494743496 22.254499825292797 15.468775518039346
82 49.68468494743496 22.532376797290286 14.828299950507676
83 49.68468494743496 21.86964050186765 15.115515938080037
84 49.68468494743496 21.798002749386406 15.066821442498098
85 49.68468494743496 22.35947880573535 14.759255785477139
86 49.68468494743496 23.802042102337754 14.446717183564173
87 49.68468494743496 23.099765144283587 15.457919105258016
88 49.68468494743496 24.554649012803832 14.412527717553598
89 49.68468494743496 24.496763902844073 14.52527325192216
90 49.68468494743496 23.556332279449975 14.847203243482102
91 49.68468494743496 24.57446309639299 14.924882803087511
92 49.68468494743496 23.090520540666486 16.58804305361624
93 49.68773557560593 25.705257510847606 16.255177435610126
94 49.68773557560593 27.932447304680842 14.204772298962698
95 49.68773557560593 27.5054940904009 14.758581064730466
96 49.68773557560593 27.717895861286696 14.850022794750142
97 49.68773557560593 26.28876850796318 14.687207198730476
98 49.68773557560593 26.269453915617415 14.614506515000167
99 49.68773557560593 26.796842303670033 14.25865021210052
100 49.68773557560593 26.42756584000712 14.528030068481403
101 49.68773557560593 26.423569421291653 14.779265413099374
102 49.68773557560593 25.827396253912944 14.789488549743753
103 49.68773557560593 26.580318059202263 14.210308980178256
104 49.68773557560593 25.431756218940155 15.172142667599015
105 49.68773557560593 25.684409077646244 14.861214577621396
106 49.68773557560593 27.357330952319852 13.686369472597756
107 49.68773557560593 29.29705038865218 12.266134515092356
108 49.68773557560593 28.864435381344702 11.745343279722919
109 49.68773557560593 28.144765657618464 12.548000655151721
110 49.68773557560593 28.631580282298746 12.485422762790757
111 49.68773557560593 28.038963361341157 14.25316820108724
112 49.68773557560593 28.90179674506811 13.879002402743408
113 49.68773557560593 28.090503275790027 13.91086806147831
114 49.68773557560593 29.083001002901906 14.014372421009057
115 49.68773557560593 28.531694931099942 13.746370141619769
116 49.68773557560593 28.114061501874417 14.48338186488232
117 49.68773557560593 28.78541319594563 14.550274337082433
118 49.68773557560593 27.972897695923628 14.677451577825602
119 49.68773557560593 27.640804198083078 14.600327180811915
120 49.68773557560593 27.71964793969436 13.963103043097128
121 49.68773557560593 26.816475156495542 14.893288757669382
122 49.68773557560593 27.736803435640404 14.38320370352799
123 49.68773557560593 26.195152287995036 14.723925362046733
124 49.68773557560593 25.870795558373324 14.831107722253593
125 49.68773557560593 27.610712991396046 14.582574076798167
126 49.68773557560593 27.456719488665147 14.752441177659527
127 49.68773557560593 27.91947584245121 15.603358650367822
128 49.68773557560593 26.552839617717964 16.895175686440087
129 49.68773557560593 27.125517726382768 17.037481436177153
130 49.68773557560593 25.222412791441304 17.499408547409054
131 49.68773557560593 24.212005358590723 17.139813668440397
132 49.68773557560593 23.04397215092773 17.616715460572696
133 49.68773557560593 22.79324447702836 17.166909434793443
134 49.68773557560593 21.70526260204788 17.062074112961426
135 49.68773557560593 20.96444975459374 17.282528261282476
136 49.68773557560593 22.532582896357873 15.96083004441597
137 49.68773557560593 21.598814169257214 15.849292555105668
138 49.68773557560593 22.574187298686784 16.378825201306682
139 49.68773557560593 23.344583664006276 15.803128336230474
140 49.68773557560593 22.44272391742502 15.835628932830117
141 49.68773557560593 21.967887192085726 16.082399616580023
142 49.68773557560593 22.971065917398697 15.21879001640497
143 49.68773557560593 22.97596767776754 15.293015172811398
144 49.68773557560593 24.80395252062275 14.876111115205747
145 49.68773557560593 24.38654660860781 15.159527096676591
146 49.68773557560593 23.636871640460576 15.621523582226176
147 49.68773557560593 23.75164982867623 15.61263543857243
148 49.68773557560593 24.917242257233735 15.349193558923059
149 49.68773557560593 22.866523749824566 14.683114900943862
150 49.68773557560593 21.61302698889746 14.917596464765598
151 49.68773557560593 22.57939721187121 14.31453099118393
152 49.68773557560593 22.867579537972492 14.675891486021127
153 49.68773557560593 23.31491387630797 14.281761049864647
154 49.68773557560593 21.886494103385637 15.540098785440662
155 49.68773557560593 21.99780655508919 15.87519357523137
156 49.68773557560593 22.544989777932237 15.691792799413998
157 49.68773557560593 25.187333011736108 15.71226134067527
158 49.68773557560593 25.441448207610193 15.898642023039276
159 49.68773557560593 24.348807660442688 16.52259023084348
160 53.90617722947313 25.39311324201694 16.922239610374813
161 53.90617722947313 26.277491521805743 16.48578223334314
162 53.90617722947313 24.233368625855697 17.00120738695622
163 53.90617722947313 22.84197821654316 16.907541588674754
164 53.90617722947313 24.53326283259545 15.755434684103955
165 53.90617722947313 23.43415231564022 16.450318417406315
166 53.90617722947313 23.840058641788506 15.703367669558641
167 53.90617722947313 23.790353818313797 15.704573114568872
168 53.90617722947313 24.03233452459196 15.352330511036845
169 53.90617722947313 25.14828107374382 14.84574244931619
170 53.90617722947313 24.442702222399596 15.385830772835915
171 53.90617722947313 23.78239510024892 15.516105388070706
172 53.90617722947313 23.77820435348331 15.123285877367234
173 53.90617722947313 24.384807365023857 15.480132189622907
174 53.90617722947313 23.285624167437224 16.315040851192034
175 53.90617722947313 22.252087917748202 16.74005007282026
176 53.90617722947313 23.29297191809998 17.407152465709366
177 53.90617722947313 23.367277790823668 16.646273698706974
178 53.90617722947313 23.182618926461807 16.656236477818805
179 53.90617722947313 22.12742872044369 17.010302422222217
180 53.90617722947313 22.7213879359277 16.265823176703673
181 53.90617722947313 21.568481382997003 15.807756558818038
182 53.90617722947313 23.58695886813191 15.425252731397679
183 53.90617722947313 23.987986964244648 15.303713098252505
184 53.90617722947313 25.724895577733996 14.758540968303393
185 53.90617722947313 26.876669590977595 15.3407257962456
186 53.90617722947313 27.587286172211037 15.482923319676278
187 53.90617722947313 27.765141425693187 14.964455726907394
188 53.90617722947313 27.6212869608841 15.210478671455654
189 53.90617722947313 27.378560911774112 16.08255970686914
190 53.90617722947313 27.40343578147509 16.821736678376343
191 53.90617722947313 28.457323314270337 16.507769109630168
192 53.90617722947313 27.933728466390736 16.267041635154428
193 53.90617722947313 26.975216455926446 16.136770045085026
194 53.90617722947313 26.2975512872539 15.551223507812303
195 53.90617722947313 27.603428009266384 14.89102495266349
196 53.90617722947313 28.37646464958601 15.098738358564761
197 53.90617722947313 28.01645764697186 15.657334283304127
198 53.90617722947313 28.212401245871153 14.711745041446298
199 53.90617722947313 27.752361442922382 15.579635457379629
200 53.90617722947313 27.94020986732234 16.023648071642697
201 53.90617722947313 27.20487246769634 16.7415291050806
202 53.90617722947313 27.492182824839286 16.48602888827797
203 53.90617722947313 27.586515750920032 16.366282620815543
204 53.90617722947313 29.292918908475105 15.503187518778496
205 53.90617722947313 28.745998531192154 15.780835840632609
206 53.90617722947313 26.464307072969273 16.51842445746892
207 53.90617722947313 25.438825200885763 16.032022835288963
208 53.90617722947313 26.49135960572374 14.803363523950333
209 53.90617722947313 28.33663744116671 14.055218640785812
210 53.90617722947313 28.05612138163082 14.229660862141696
211 53.90617722947313 27.07451287977977 14.569953468331367
212 53.90617722947313 26.68425579943213 14.434895407921951
213 53.90617722947313 26.023192696064502 14.865250055333895
214 53.90617722947313 27.328435208054163 14.610609881827848
215 53.90617722947313 28.882916567478723 14.577041991510352
216 53.90617722947313 28.704221310008272 15.397525470747786
217 53.90617722947313 28.900498276558658 15.26912608078109
218 53.90617722947313 28.51150930927298 15.656752449333482
219 53.90617722947313 30.504056701622158 13.697190432184321
220 53.90617722947313 30.28483072473948 12.958626389555763
221 53.90617722947313 30.95051161057136 12.963140724074083
222 53.90617722947313 30.229291304615906 12.983379404603113
223 53.90617722947313 30.3302855012266 12.965130273647244
224 53.90617722947313 29.791563275545734 12.849524927437326
225 53.90617722947313 28.88758735044764 13.705362466991511
226 53.90617722947313 27.783522935570527 14.201521909976037
227 53.90617722947313 28.40894797229892 14.499684938993274
228 53.90617722947313 28.893787868408474 14.591695955451627
229 53.90617722947313 28.994357159202757 14.71615932063491
230 53.90617722947313 28.771483307994394 15.160761269357046
231 53.90617722947313 28.308630628901707 15.337221356354108
232 53.90617722947313 26.709565207836885 15.283700630891984
233 53.90617722947313 26.16526350683996 15.925730864196943
234 53.90617722947313 27.80626937381022 15.366285995561594
235 53.90617722947313 27.333228472605946 14.89659052753077
236 53.90617722947313 27.24334487213838 14.937063094591148
237 53.90617722947313 26.573346224801792 15.243797542528396
238 53.90617722947313 25.845987932382425 15.063198841573136
239 53.90617722947313 25.90305672424999 15.127760873199646
240 53.90617722947313 27.376864231104424 14.645954208552222
241 53.90617722947313 27.56478578304151 14.396059782329383
242 53.90617722947313 28.011283107892346 14.541804196513779
243 53.90617722947313 28.18650907113568 14.286512468308992
244 53.90617722947313 28.656848743521252 14.58581482327567
245 53.90617722947313 28.50051685047977 13.885982948335744
246 53.90617722947313 29.27030703680186 13.465965905284026
247 53.90617722947313 29.698544633997326 13.083841228003354
248 53.90617722947313 29.68580517669707 13.267350235063642
249 53.90617722947313 30.642983622146843 13.106159425051846
250 53.90617722947313 29.80419020650284 13.410326814597433
251 53.90617722947313 29.668172187613827 13.32930278983315
252 53.90617722947313 30.758994147130515 12.897769240601102
253 53.90617722947313 30.644237155245555 13.40043159331741
254 53.90617722947313 31.6671501403748 12.897542184752082
255 53.90617722947313 32.42158102284345 12.009441666228891
256 53.90617722947313 31.771656927629742 13.232985379298604
257 53.90617722947313 32.80597795493731 11.6935775131893
258 53.90617722947313 33.436280394831755 12.036318351979101
259 57.22205511181195 34.12135364564911 12.45631791431389
260 57.22205511181195 34.85083596951218 12.76986838313761
261 57.22205511181195 35.39377579324603 11.859731313572146
262 57.22205511181195 36.206467289657766 12.40868175452501
263 57.22205511181195 36.33773460748238 12.36305881344749
264 57.22205511181195 37.53640405905774 12.253623775849618
265 57.22205511181195 36.83386566541569 13.15645151435582
266 57.22205511181195 37.97917204068269 12.785605766941918
267 57.22205511181195 37.27080948572715 12.50778781294992
268 57.22205511181195 36.23874788571936 13.543827776172778
269 57.22205511181195 36.48429379583058 13.860458970757508
270 57.22205511181195 34.76760957112705 14.716643451541673
271 57.22205511181195 34.90034232441549 14.349072172499623
272 57.22205511181195 34.904075658042224 14.769256382008699
273 57.22205511181195 34.91941677144774 15.625776063610838
274 57.22205511181195 34.383080327101716 15.645880588556256
275 57.22205511181195 33.484109343132296 15.700787471017682
276 57.22205511181195 33.3906254501161 15.265068827048042
277 57.22205511181195 33.504338704924564 15.63204027246302
278 57.22205511181195 34.040239573683884 15.23699291897391
279 57.22205511181195 32.26142361557907 16.077896283542348
280 57.22205511181195 31.346136291526104 16.272828402805388
281 57.22205511181195 30.323636630786766 16.56996805078249
282 57.22205511181195 31.67460388003334 16.383376905762677
283 57.22205511181195 33.07657074135953 15.389557376136832
284 57.22205511181195 33.68205652953113 14.35327941377491
285 57.22205511181195 32.952686012290386 14.701943377563627
286 57.22205511181195 33.777052140125996 14.197638751772695
287 57.22205511181195 33.41435454959726 14.565236318681626
288 57.223229269560704 34.27981356007477 14.906384595994593
289 57.223229269560704 32.7572002480046 15.136264283005936
290 57.223229269560704 32.779392268183884 15.236694573513752
291 57.223229269560704 34.41001159055331 13.740765439914606
292 57.223229269560704 35.77561476058321 13.452835305976432
293 57.223229269560704 34.84407805502744 14.434367835254966
294 57.223229269560704 33.18043605898705 16.577322952975603
295 57.22693242833866 32.93625072498 17.41952062204641
296 57.22693242833866 34.22173755482309 15.37397252065555
297 57.22693242833866 35.208616088671356 16.118125263059795
298 57.22693242833866 34.896769040277135 16.080196507305406
299 57.22693242833866 32.49436076048794 16.542791997897616
300 57.22701954614306 34.30518964040134 16.75023486767069
301 57.22701954614306 32.96307286528876 17.11474066443833
302 57.22701954614306 32.315208690295236 18.030850781681103
303 57.22701954614306 31.015088288919173 18.33797681962353
304 57.22719400378233 31.894566055015943 18.730004056878542
305 57.22719400378233 33.311494039114194 17.79227577568986
306 57.22719400378233 34.68017084494318 16.85991972555931
307 57.22719400378233 34.73708513707411 15.818508074430968
308 57.22719400378233 34.54462922919401 15.46020562463322
309 57.22719400378233 33.79847136897892 16.430639057627754
310 57.22719400378233 34.413408035101654 16.389639696312774
311 57.22719400378233 35.373617457147645 16.614828262968953
312 57.22719400378233 33.41773003075005 18.42107584365025
313 57.22719400378233 33.62380682769418 17.186064877591026
314 57.22719400378233 33.622922184659345 16.733311858604306
315 57.22719400378233 34.48207659924537 17.16789831417644
316 57.22719400378233 32.79654427174006 17.95954231985574
317 57.22719400378233 31.860358762322292 18.063845447855613
318 57.22719400378233 31.149551280938265 18.659087754139563
319 57.22719400378233 30.84999254413017 18.8337393534264
320 57.22719400378233 30.367181948740917 18.945024450161313
321 57.22719400378233 29.19476184493546 18.218862445980438
322 57.22719400378233 29.744682082250172 17.75254092937354
323 57.22719400378233 28.970761793449793 18.921668114987636
324 57.22719400378233 28.97829033084969 18.842554468934708
325 57.22719400378233 30.571019907753737 18.174287659587108
326 57.22719400378233 29.385618040877734 19.26260644354645
327 57.22719400378233 30.973807403780047 18.237890016199177
328 57.22719400378233 29.664719110819323 18.744150880503646
329 57.22719400378233 31.058290889464317 17.560756810183012
330 57.22719400378233 31.01936057890873 17.3783113383635
331 57.22719400378233 31.388021403358053 16.985628742951302
332 57.22719400378233 32.423257632060015 16.341788645019353
333 57.22719400378233 31.877440416136366 16.330187983832143
334 57.22719400378233 33.27101972643506 15.31029445109307
335 57.22719400378233 33.42385931306042 15.413407146101271
336 57.22719400378233 33.816866528559075 15.71842860498399
337 57.22719400378233 33.03964906012404 15.72764052862111
338 57.22719400378233 34.15897578880627 14.803695515786979
339 57.22719400378233 35.40677977674857 13.622055427924414
340 57.22719400378233 34.55167564736114 14.335851670412747
341 57.22719400378233 33.419574462967304 15.796946352403916
342 57.22719400378233 34.72639565500274 15.513857963972317
343 57.22719400378233 35.08037032316392 14.817388205918402
344 57.22719400378233 34.65289707708995 14.485196935660117
345 57.22719400378233 36.09169462493224 13.46406987322871
346 57.22719400378233 36.29179676918442 12.970262506483365
347 57.22719400378233 36.61506350005929 12.450265823440441
348 57.22719400378233 36.09709516500248 11.992049392480972
349 57.22719400378233 37.31928905563761 12.041371765655802
350 57.22719400378233 36.98758649516343 13.384992165667173
351 57.22719400378233 36.9582658354882 13.755328394454981
352 57.22719400378233 37.27351230374672 14.529751935976313
353 57.22719400378233 36.41279697585791 15.84813170692711
354 57.22719400378233 34.68755216093315 16.31513711306191
355 57.22719400378233 35.12513555147257 15.826203280001518
356 57.22719400378233 35.886543744155375 15.499728069888103
357 57.22719400378233 36.68342338749939 14.535350543855087
358 57.23849906627518 38.16416604817284 14.181739243447208
359 57.23849906627518 36.438644515083766 16.64574514686831
360 57.23849906627518 36.602921420301655 16.136726184872682
361 57.23849906627518 38.361058144163486 14.970724032471898
362 57.23849906627518 38.11824512997237 15.16901215303723
363 57.23849906627518 37.9139522484364 16.38427218341665
364 57.23849906627518 37.14622568002595 16.62124805521576
365 57.23849906627518 37.950975663351564 16.161437810743262
366 57.23849906627518 38.45368165744273 14.050041227391764
367 57.23849906627518 38.26091201167174 14.196490753352888
368 57.23849906627518 37.666955218644304 15.843139776346533
369 57.23849906627518 36.24219984969652 16.011129112140623
370 57.23849906627518 35.9222887429469 15.298757403817602
371 57.23849906627518 35.366460659031944 15.923418020815916
372 57.23849906627518 36.17843457756416 15.377355459736043
373 57.23849906627518 35.451965905070104 15.295868397068261
374 57.23849906627518 36.72702951661325 14.231751074436623
375 57.23849906627518 35.5126992408758 14.391746564708708
376 57.23849906627518 34.86723977188111 14.794867505280006
377 57.23849906627518 35.144272655680396 14.944397495502889
378 57.23849906627518 36.69694202491391 13.915909924112793
379 57.23849906627518 36.589538072335614 14.644549576792782
380 57.23849906627518 37.72581051561301 13.95334059259762
381 57.23849906627518 39.292428102058146 13.98997318854558
382 57.23849906627518 39.44943295358011 14.087444001388203
383 57.23849906627518 41.412180752275766 12.203789194065065
384 57.23849906627518 40.06158935584453 12.646236886926813
385 57.23849906627518 38.87899511139289 12.536407537361752
386 57.23849906627518 38.72340813898575 13.26487661202079
387 57.23849906627518 37.34323810849622 15.063077450673317
388 57.23849906627518 36.056638508627614 15.641758461179402
389 57.23849906627518 36.46347610083235 14.911367380611086
390 57.23849906627518 34.148070410404586 15.745965791894147
391 57.23849906627518 33.38440285797944 16.97169616315177
392 57.23849906627518 34.32964442667798 16.31836396625309
393 57.23849906627518 34.25004504899548 17.168808651972867
394 57.23849906627518 33.78202961730499 17.189862696300935
395 57.23849906627518 33.985681918932045 17.56466336318886
396 57.23849906627518 34.77345625883354 15.997597883914144
397 57.23849906627518 35.96797756969823 15.773417904366644
398 57.23849906627518 35.00649261515305 16.43642777473583
399 57.23849906627518 36.68876992930457 15.367614202608461
400 57.23849906627518 36.75306478746483 14.749767320225397
401 57.23849906627518 34.92144324332001 15.112585772317386
402 57.23849906627518 35.33472703314881 14.689246827429244
403 57.23849906627518 35.09850971623455 14.872613061286458
404 57.23849906627518 36.61531175939271 13.855527011313152
405 57.23849906627518 37.51610652820183 12.66717860319896
406 57.23849906627518 35.083791627732246 14.141835666199286
407 57.23849906627518 33.3497493677655 15.966116342486256
408 57.23849906627518 33.003104005578145 15.95715301335294
409 57.23849906627518 32.57401402851731 17.212247284579714
410 57.23849906627518 33.04614040826655 17.411854577662332
411 57.23849906627518 34.52127085447317 16.632096689199507
412 57.23849906627518 37.5133402571111 14.152642285992647
413 57.23849906627518 37.84793878682357 13.810944198729697
414 57.23849906627518 38.17930905976564 13.828772634503785
415 57.23849906627518 39.91073947610914 12.846443662905665
416 57.23849906627518 39.363802119816214 13.194162142273962
417 57.23849906627518 39.217288956175715 12.987765351011682
418 57.23849906627518 37.53303001670642 13.711622281096826
419 57.23849906627518 37.34496304008715 14.599332588645995
420 57.23849906627518 37.89581700310313 14.504620564697694
421 57.23849906627518 37.201701318687654 14.950619496898371
